source_doi,published-online-date,published-print-date,journal-published-print-date,is-referenced-by-count,funder
10.1111/ejn.15499,2021.0,2021.0,2021.0,0.0,FP7 People: Marie-Curie Actions
10.1038/s41467-021-26551-x,2021.0,2021.0,2021.0,1.0,Blood Cancer UK
10.1007/s11914-021-00707-6,2021.0,2021.0,2021.0,0.0,"Cystinosis Research Foundation,Amgen,Kyowa Hakko Kirin"
10.1093/mnras/stab2695,2021.0,2021.0,2021.0,2.0,BMBF
10.1002/ueg2.12161,2021.0,2021.0,2021.0,1.0,Inserm
10.1080/19490976.2021.1994836,2021.0,2021.0,2021.0,0.0,"Deutsche Forschungsgemeinschaft,Deutsche Forschungsgemeinschaft,MINECO,NEURON-ERANET,NEURON-ERANET,NEURON-ERANET,NEURON-ERANET"
10.1158/0008-5472.CAN-21-1466,2021.0,2021.0,2021.0,0.0,"National Natural Science Foundation of China,Melanoma Research Alliance Rising Tide Clinical Cancer Research Foundation"
10.1080/2162402X.2021.2003533,2021.0,2021.0,2021.0,0.0,"Krebsliga Schweiz,Krebsliga Schweiz,CCCZ,Forschungskredit UZH,CCCZ,CCCZ"
10.1038/s41598-021-02111-7,2021.0,2021.0,2021.0,1.0,"Agence Nationale de la Recherche,AAP Santé,Inria Sophia Antipolis - Méditerranée,National Institutes of Health,Fondation Leducq"
10.1029/2021JB022328,2021.0,2021.0,2021.0,1.0,"Agència de Gestió d'Ajuts Universitaris i de Recerca,Agence Nationale de la Recherche,Agencia Estatal de Investigación,Ministerio de Ciencia, Innovación y Universidades"
10.1186/s40623-021-01423-2,2021.0,2021.0,2021.0,4.0,"CNES,JAXA,cnes,jaxa"
10.1183/23120541.00396-2021,2021.0,2021.0,2021.0,1.0,"Fonds de Dotation AVENI,Ville de Nice,Conseil Départemental 06,Métropole Nice Côte d'Azur"
10.1007/s41468-021-00079-x,2021.0,2021.0,2021.0,0.0,"fp7 ideas: european research council,narodowe centrum nauki,agence nationale de la recherche"
10.1007/s11071-015-2322-8,2015.0,2016.0,2016.0,22.0,"the National Basic Research Program of China (973 Program),the State key Laboratory of Astronautic Dynamics,the National Natural Science Foundation of China"
10.1111/nyas.12876,2015.0,2016.0,2016.0,43.0,7th European Union Framework Programme
10.1002/aic.15604,2017.0,2017.0,2017.0,2.0,"Phycover,Agence Nationale de la Recherche,Inria Project Lab Algae in silico"
10.1073/pnas.1612360114,2017.0,2017.0,2017.0,52.0,"U.S. Department of Energy,Russian Foundation for Basic Research,Russian Academy of Sciences"
10.1093/jac/dkw369,2016.0,2017.0,2017.0,14.0,"ANRS (Agence Nationale de Recherches sur le Sida et les hépatites virales),CMIT (Collège des Universitaires de Maladies Infectieuses et Tropicales)"
10.1093/mnras/stw2742,2016.0,2017.0,2017.0,17.0,Scientific and Technical Council
10.1007/s11123-017-0496-4,2017.0,2017.0,2017.0,26.0,"Fonds De La Recherche Scientifique - FNRS,Fonds De La Recherche Scientifique - FNRS"
10.1111/cea.12864,2017.0,2017.0,2017.0,18.0,"Sao Paulo Research Foundation FAPESP,Institut National de la Santé et de la Recherche Médicale,Université de Nice Sophia-Antipolis (UNS),Nestec Ltd, Vevey, Switzerland,Fonds de Dotation ‘Recherche en Santé Respiratoire’,Société Française d'Allergologie (SFA),Fondation Princesse Grace, French Ministry of Research: IFR program,INSERM Nutrition Research Program,French Ministry of Health: Perinatality Program,French National Institute for Population Health Surveillance (INVS),Université Paris-Sud,French National Institute for Health Education (INPES),Mutuelle Générale de l'Education Nationale (MGEN),EU"
10.1186/s13073-017-0419-z,2017.0,2017.0,2017.0,48.0,Ligue Contre le Cancer
10.1002/jmri.25716,2017.0,2017.0,2017.0,12.0,The Association Française d'Urologie
10.1111/arcm.12175,2015.0,2016.0,2016.0,13.0,Agence Nationale de la Recherche
10.1007/s00191-015-0428-2,2015.0,2017.0,2017.0,7.0,Seventh Framework Programme
10.1002/pssb.201552535,2015.0,2016.0,2016.0,20.0,Deutsche Forschungsgemeinschaft
10.1111/sms.12583,2015.0,2016.0,2016.0,26.0,Amer Sports Footwear
10.1111/nph.13735,2015.0,2016.0,2016.0,61.0,"Spanish Government,Castilla-la Mancha Government,Ministry of Education, Spain,INRA-SPE Dpt and the Conseil Régional Provence-Alpes-Côte d'Azur (PACA),French Government (National Research Agency, ANR),Investments for the Future’ LabEx SIGNALIFE"
10.1111/pce.12627,2015.0,2016.0,2016.0,23.0,"French Government (National Research Agency, ANR),ANR programme SCRIPS"
10.1007/s11238-015-9525-9,2015.0,2016.0,2016.0,19.0,"Agence Nationale de la Recherche,Agence Nationale de la Recherche,Agence Nationale de la Recherche"
10.1007/s11103-015-0398-7,2015.0,2016.0,2016.0,16.0,"National Natural Science Foundation of China (CN),Program for Changjiang Scholars and Innovative Research Team in University,Fundamental Research Funds for the Central Universities and Jiangsu Collaborative Innovation Center for Modern Crop Production"
10.1111/plb.12425,2015.0,2016.0,2016.0,25.0,Institut National de la Recherche Agronomique
10.1007/s00018-015-1992-1,2015.0,2016.0,2016.0,69.0,"Agence Nationale de la Recherche,LECMA Vaincre l'Alzheimer,Association France Alzheimer,Fonds Européen de Développement Régional FEDER in PACA,Bavarian-French University Center,Bavarian-French University Center,Deutsche Forschungsgemeinschaft,Fondation pour la Recherche Médicale,LABEX DISTALZ,Marie Curie International Reintegration Grant,Fondation Plan Alzheimer,Agence Nationale de la Recherche,Agence Nationale de la Recherche"
10.1080/07391102.2015.1114971,2016.0,2016.0,2016.0,6.0,"SIDACTION,Agence Nationale de Recherche sur le SIDA,Caisse Primaire d’Assurance Maladie des Professions Libérales"
10.1186/s40659-015-0065-0,2016.0,2016.0,2016.0,16.0,CHU of Nice
10.1021/acs.inorgchem.5b02349,2015.0,2016.0,2016.0,15.0,Commissariat à l'Énergie Atomique et aux Énergies Alternatives
10.1021/acs.est.5b03306,2015.0,2016.0,2016.0,36.0,"Commissariat à l'Énergie Atomique et aux Énergies Alternatives,Institut Laue-Langevin"
10.1002/pssb.201552298,2015.0,2016.0,2016.0,6.0,"Seventh Framework Programme,Provence-Alpes-Côtes d'Azur (PACA)"
10.1007/s10955-015-1417-4,2015.0,2016.0,2016.0,21.0,European Research Council (BE)
10.1002/chem.201503097,2015.0,2016.0,2016.0,42.0,"ERC (Advanced Investigator Award-FUNCAT),EPSRC,Syngenta,Umicore AG,King Abdullah University of Science and Technology,Uehara Memorial Foundation,Spanish MINECO,European Commission"
10.1002/ijc.29882,2015.0,2016.0,2016.0,6.0,"Scientific Research Program of National Health and Family Planning Commission of China,National Natural Science Foundation of China,Science and Technology Commission of Shanghai Municipality,The Program for Professor of Special Appointment (Eastern Scholar) at Shanghai Institutions of Higher Learning,Ligue Nationale contre le Cancer (Equipe labélisée)"
10.1111/ter.12193,2016.0,2016.0,2016.0,18.0,"DARIUS program,‘ONLAP’ ANR project"
10.1186/s12864-016-2384-0,2016.0,2016.0,2016.0,24.0,"Agence Nationale de la Recherche,Agence Nationale de la Recherche (FR),Fondation ARC pour la Recherche sur le Cancer,Fondation pour la Recherche Médicale,Canceropôle PACA"
10.1186/s12862-015-0571-2,2016.0,2016.0,2016.0,10.0,"INRA - Departement SPE,APR Pesticides 2011,Agropolis Fondation"
10.1021/acsami.5b09784,2015.0,2016.0,2016.0,101.0,"Engineering and Physical Sciences Research Council,Welch Foundation,Welsh Government"
10.1073/pnas.1509834113,2016.0,2016.0,2016.0,77.0,"Ministerio de Economía y Competitividad,Ministerio de Economía y Competitividad,Ministry of Economy and Competitiveness | Instituto de Salud Carlos III,Seventh Framework Programme,Consejería Economía, Innovación, Ciencia y Empleo, Junta de Andalucia,Ministry of Economy and Competitiveness | Instituto de Salud Carlos III,Agence Nationale de la Recherche,Fondation ARC pour la Recherche sur le Cancer,Fondation de France"
10.1002/lsm.22458,2016.0,2016.0,2016.0,17.0,Syneron-Candela
10.1007/s10526-015-9696-x,2015.0,2016.0,2016.0,7.0,"INRA, Department SPE,Ministere de l'Agriculture, de l'Agroalimentaire et de la Foret"
10.1111/pce.12591,2015.0,2016.0,2016.0,48.0,"Fonds National pour la Recherche Scientifique,Czech Science Foundation,Wallonie-Bruxelles International program"
10.1002/2015GL066818,2016.0,2016.0,2016.0,35.0,European Union FP6 NEST-INSIGHT program
10.1002/1873-3468.12029,2015.0,2016.0,2016.0,5.0,"Nouvelle Société Française d'Athérosclérose (NSFA),Fondation de France,Fondation pour la Recherche Médicale,Agence Nationale de la Recherche,European Genomic Institute for Diabetes,European Commission"
10.1002/mc.22470,2016.0,2017.0,2017.0,34.0,"Tunisian Ministry of Higher Education and Scientific Research,Institut Pasteur International Network (RIIP),University of Nice Sophia Antipolis,French National Institute of Cancer (INCA),French Association for cancer research (ARC)"
10.1002/cphc.201500987,2016.0,2016.0,2016.0,11.0,CNRS
10.1002/dvdy.24345,2015.0,2016.0,2016.0,11.0,"FRM, EMBO and CSIC,Generalitat de Catalunya,Spanish Ministerio de Ciencia e Innovacion and its Consolider-Ingenio 2010 program"
10.1111/avsc.12230,2016.0,2016.0,2016.0,25.0,"Brazilian Governmental Agencies,MEC/CAPES,MCTI/CNPq,INCT/INAU"
10.1098/rsif.2015.0930,2016.0,2016.0,2016.0,22.0,"CNRS,Agence Nationale de la Recherche,CNRS,FONDECYT"
10.1002/2015TC003898,2016.0,2016.0,2016.0,63.0,Marie Curie Career Integration
10.1002/2015JF003644,2016.0,2016.0,2016.0,49.0,"National Research Agency's Pygmalion project,AXA Research Fund,OREAS project"
10.1007/s11356-015-5830-7,2015.0,2016.0,2016.0,8.0,"Département Santé des Plantes et Environnement, INRA"
10.1111/1365-2664.12574,2015.0,2016.0,2016.0,29.0,"Israel Ministry of Agriculture,Israel Science Foundation Research"
10.1096/fj.15-277475,2015.0,2016.0,2016.0,26.0,Centre National de la Recherche Scientifique
10.1111/1365-2664.12562,2015.0,2016.0,2016.0,224.0,"University of Western Australia,Seventh Framework Programme,Division of Arctic Sciences"
10.1002/pssc.201510238,2016.0,2016.0,2016.0,3.0,Ministry of Higher Education and Scientific Research of Iraq
10.1007/s10646-016-1624-z,2016.0,2016.0,2016.0,25.0,The National Natural Science Foundation of China
10.1088/0268-1242/31/3/035010,2016.0,2016.0,2016.0,1.0,"Agence Nationale de la Recherche,Ministerio de Economía y Competitividad"
10.1007/s00220-015-2509-3,2015.0,2016.0,2016.0,13.0,European Research Council (BE)
10.1111/jen.12236,2015.0,2016.0,2016.0,2.0,"Centre de Coopération Internationale en Recherche Agronomique pour le Développement,Enlargement and sustainability of the Plant Protection Network (ePRPV) project,European Union,French government,Région Réunion and Conseil Général de La Réunion"
10.1111/bre.12185,2016.0,2017.0,2017.0,15.0,"French program Actions Marges,LabexMER ‘Investment for the future,EUROFLEETS program"
10.1111/pcn.12366,2015.0,2016.0,2016.0,0.0,"French Agence Nationale de la Recherche (ANR),Conseil Régional Champagne-Ardenne"
10.1111/arcm.12172,2015.0,2016.0,2016.0,25.0,ANR
10.1002/pmic.201500106,2016.0,2016.0,2016.0,5.0,"CSIC,National Center for Biotechnology"
10.1080/02640414.2015.1101482,2015.0,2016.0,2016.0,12.0,Qatar National Research Fund
10.1002/chem.201504772,2016.0,2016.0,2016.0,12.0,"Tunisian government,University of Le Havre"
10.1002/2015GL066948,2016.0,2016.0,2016.0,57.0,"NEHRP/USGS,Southern California Earthquake Center"
10.1007/s10509-016-2730-3,2016.0,2016.0,2016.0,6.0,Université Pierre et Marie Curie
10.1007/s00253-016-7461-4,2016.0,2016.0,2016.0,27.0,"National Natural Science Foundation of China,The Beijing Higher Education Young Elite Teacher Project,The National Science Foundation,The Harvard Materials Research Science and Engineering Center"
10.1021/acs.orglett.6b00270,2016.0,2016.0,2016.0,21.0,"Agence Nationale de la Recherche,Centre National de la Recherche Scientifique"
10.1111/exd.12938,2016.0,2016.0,2016.0,9.0,"Spanish Ministerio de Economía y Competitividad,Biomedical Network Research Centre on Rare Diseases (CIBERER),Comunidad de Madrid,FUNDACION RAMON ARECES,GENEGRAFT,Spanish Ministry of Economy and Competitiveness (Programme Juan de la Cierva)"
10.1002/2015JB012465,2016.0,2016.0,2016.0,5.0,Earth Patterns by Villum Fonden
10.1007/s10948-016-3487-1,2016.0,2016.0,2016.0,5.0,"CNR,CNRS,Swedish Foundation for Strategic Re- search (SSF),FIRB,EU FP7"
10.1186/s13023-016-0411-5,2016.0,2016.0,2016.0,8.0,Programme Hospitalier de Recherche Clinique national (Fr)
10.1186/s13408-016-0036-y,2016.0,2016.0,2016.0,1.0,Division of Mathematical Sciences
10.1002/arch.21329,2016.0,2016.0,2016.0,10.0,"German Research Foundation,ICEPHA programme of the University of Tübingen,Interfaculty Centre for Pharmacogenomics and Pharma Research, Tübingen"
10.1098/rstb.2015.0373,2016.0,2016.0,2016.0,54.0,"European Research Council,Max Planck Society,Volkswagen Foundation"
10.1111/nan.12320,2016.0,2017.0,2017.0,2.0,Institut National Du Cancer
10.1002/fld.4232,2016.0,2016.0,2016.0,9.0,"National Natural Science Foundation,Scientific Plan of Higher Education in Shandong Providence"
10.1007/s11356-016-6654-9,2016.0,2016.0,2016.0,21.0,Agencia Nacional de Promoción Científica y Tecnológica
10.1073/pnas.1522459113,2016.0,2016.0,2016.0,48.0,"Agence Nationale de la Recherche,Agence Nationale de la Recherche,Foundation for the National Institutes of Health,National Science Foundation,Centre National de la Recherche Scientifique,Institut de France"
10.1073/pnas.1522748113,2016.0,2016.0,2016.0,51.0,"Fondation pour la Recherche Médicale,Agence Nationale de la Recherche,Agence Nationale de la Recherche,National Research Foundation of Korea"
10.1093/cercor/bhw002,2016.0,2016.0,2016.0,44.0,"Telethon-Italy,Istituto Italiano di Tecnologia, European Research Council,MIUR FIRB,Institut du Cerveau et de la Moelle épinière,Giovanni Armenise-Harvard Foundation: Career Development Award, European Research Council,ERC,Investissements d'avenir,ANR Programme Blanc"
10.1007/s11238-016-9549-9,2016.0,2016.0,2016.0,17.0,"AXA Research Fund,CNRS"
10.1002/ps.4163,2015.0,2016.0,2016.0,6.0,Mexican Council for Science and Technology
10.1007/s00362-016-0767-6,2016.0,2016.0,2016.0,3.0,"Agence Nationale de la Recherche,Russian Science Foundation"
10.1002/jssc.201501097,2016.0,2016.0,2016.0,2.0,"Fondazione per l'Università e l'Alta Cultura in Provincia di Belluno,DOGGIES"
10.1021/acs.jpcc.5b11586,2016.0,2016.0,2016.0,23.0,"Agence Nationale de la Recherche,Conselho Nacional de Desenvolvimento Científico e Tecnológico"
10.1364/OPTICA.3.000362,2016.0,2016.0,2016.0,54.0,"Agence Nationale de la Recherche (ANR),Fondation Simone et Cino Del Duca, Institut de France,Centre National de la Recherche Scientifique, Institut de Physique, (CNRS)"
10.1098/rspb.2015.3025,2016.0,2016.0,2016.0,16.0,Israeli Science Foundation
10.1073/pnas.1517342113,2016.0,2016.0,2016.0,6.0,"Agence Nationale de la Recherche,Foundation for the National Institutes of Health"
10.1111/jfbc.12271,2016.0,2017.0,2017.0,5.0,"Ministry of Higher Education and Scientific Research,National Institute of Research and Physico-Chemical Analysis"
10.1007/s00401-016-1577-6,2016.0,2016.0,2016.0,113.0,"Labex DistALZ,Conseil départemental Alpes-Côte d'Azur,University Hospital Federation OncoAge"
10.1007/s10115-016-0953-9,2016.0,2017.0,2017.0,4.0,Agence Nationale de la Recherche
10.1080/0046760X.2016.1170894,2016.0,2016.0,2016.0,2.0,Spanish Ministry of Economy and Competitiveness
10.1073/pnas.1524739113,2016.0,2016.0,2016.0,28.0,"HHS | National Institutes of Health,HHS | National Institutes of Health,HHS | National Institutes of Health,HHS | National Institutes of Health,HHS | National Institutes of Health,HHS | National Institutes of Health"
10.1093/cvr/cvw046,2016.0,2016.0,2016.0,38.0,"British Heart Foundation,European Research Council,Université Nice Sophia Antipolis,Société de Chirurgie Vasculaire et Endovasculaire de Langue Française,Fondation pour la Recherche Médicale"
10.1021/acs.jnatprod.6b00040,2016.0,2016.0,2016.0,11.0,Government of Spain
10.1007/s00253-016-7588-3,2016.0,2016.0,2016.0,52.0,"Alfred Kordelinin Säätiö,Svenska Kulturfonden,Panimolaboratorio Oy,Biotieteiden ja Ympäristön Tutkimuksen Toimikunta,Seventh Framework Programme,ATIP-Avenir,Association pour la Recherche sur le Cancer,Agence Nationale de la Recherche,Canceropôle PACA,DuPont Young Professor Award"
10.1007/s00446-016-0274-y,2016.0,2017.0,2017.0,27.0,"Ministero dell’Istruzione, dell’Università e della Ricerca"
10.1002/2015TC003941,2016.0,2016.0,2016.0,53.0,"laboratory ISTerre,Institut de Recherche pour le Développement (IRD),Escuela Politécnica Nacional"
10.1002/2015JB012417,2016.0,2016.0,2016.0,12.0,Institut de Recherche pour le Développement (IRD)
10.1111/nph.13933,2016.0,2016.0,2016.0,32.0,"Institut National de la Recherche Agronomique,Institut National de la Recherche Agronomique,European Union,French Ministry of Agriculture Programs,Institut National de la Recherche Agronomique"
10.1364/OE.24.009602,2016.0,2016.0,2016.0,20.0,"Agence Nationale de la Recherche (ANR),RENATECH"
10.1186/s13059-016-0985-1,2016.0,2016.0,2016.0,99.0,"Biotechnology and Biological Sciences Research Council,Wellcome Trust,Biotechnology and Biological Sciences Research Council,European Cooperation in Science and Technology,Canadian Safety and Security Program"
10.1002/2015GL067259,2016.0,2016.0,2016.0,22.0,Deutscher Akademischer Austausch Dienst Kairo
10.1002/cbdv.201500230,2016.0,2016.0,2016.0,2.0,"Waters Company,Association Nationale de la Recherche et de la Technologie"
10.1021/acs.jmedchem.5b00671,2015.0,2016.0,2016.0,30.0,"Agence Nationale de la Recherche,Ministère de l'Enseignement Supérieur et de la Recherche"
10.1002/hipo.22567,2016.0,2016.0,2016.0,9.0,Royal Netherlands Academy for Arts and Sciences
10.1007/s11075-016-0153-4,2016.0,2017.0,2017.0,8.0,French ANR grant
10.1186/s13041-016-0242-2,2016.0,2016.0,2016.0,19.0,"Max-Planck-Gesellschaft,DFG Center of Excelence,Alexander von Humboldt-Stiftung"
10.1364/OL.41.002771,2016.0,2016.0,2016.0,17.0,"Université Nice Sophia Antipolis,Centre National de la Recherche Scientifique (CNRS),Agence Nationale de la Recherche (ANR)"
10.1007/s10950-016-9587-3,2016.0,2016.0,2016.0,4.0,ISTerre
10.1111/pcmr.12492,2016.0,2016.0,2016.0,8.0,"Conseil Général Alpes-Maritimes,Région PACA"
10.1101/gad.277756.116,2016.0,2016.0,2016.0,52.0,"Fondation du France,Association pour la Recherche sur le Cancer,Agence Nationale de la Recherche,Agence Nationale de la Recherche"
10.1088/0264-9381/33/13/134001,2016.0,2016.0,2016.0,158.0,"United States National Science Foundation,Science and Technology Facilities Council (STFC) of the United Kingdom,Max-Planck-Society,State of Niedersachsen/Germany,Australian Research Council,Italian Istituto Nazionale di Fisica Nucleare,French Centre National de la Recherche Scientifique,Foundation for Fundamental Research on Matter - Netherlands Organisation for Scientific Research,Council of Scientific and Industrial Research of India,Department of Science and Technology, India,Science & Engineering Research Board (SERB), India,Ministry of Human Resource Development, India,Spanish Ministerio de Economía y Competitividad,Conselleria d’Economia i Competitivitat and Conselleria d’Educació,Cultura i Universitats of the Govern de les Illes Balears,National Science Centre of Poland,European Commission,Royal Society,Scottish Funding Council,Scottish Universities Physics Alliance,Hungarian Scientific Research Fund,Lyon Institute of Origins,National Research Foundation of Korea,Industry Canada,Province of Ontario through the Ministry of Economic Development and Innovation,Natural Science and Engineering Research Council Canada,Canadian Institute for Advanced Research,Brazilian Ministry of Science, Technology, and Innovation,Fundação de Amparo à Pesquisa do Estado de São Paulo,Russian Foundation for Basic Research,Leverhulme Trust,Research Corporation,Ministry of Science and Technology (MOST), Taiwan,Kavli Foundation"
10.1073/pnas.1522631113,2016.0,2016.0,2016.0,62.0,"Agence Nationale de la Recherche,Agence Nationale de la Recherche"
10.1111/sms.12692,2016.0,2017.0,2017.0,18.0,Amer Sports Footwear
10.1002/2015JB012633,2016.0,2016.0,2016.0,31.0,"TOTAL Company,ADEME (French Agency of Environment and Energy)"
10.1073/pnas.1607183113,2016.0,2016.0,2016.0,208.0,"HHS | NIH | National Institute of Diabetes and Digestive and Kidney Diseases,HHS | NIH | National Institute on Aging"
10.1364/OE.24.014483,2016.0,2016.0,2016.0,18.0,Agence Nationale de la Recherche (ANR)
10.1084/jem.20151574,2016.0,2016.0,2016.0,81.0,"National Cancer Institute,National Heart, Lung, and Blood Institute,National Institute of Child Health and Human Development,Lauri Strauss Leukemia Foundation,Lady Tata Memorial Trust International Award,Boston Children’s Hospital,CancerCare Manitoba Foundation"
10.1002/chem.201505094,2016.0,2016.0,2016.0,28.0,"Agence Nationale de la Recherche,Vietnam Ministry of Science and Technology"
10.1002/pssa.201532732,2016.0,2016.0,2016.0,1.0,"“Investissements d'Avenir” GANEX,French RENATECH network"
10.1007/s40262-016-0431-2,2016.0,2017.0,2017.0,14.0,ARTBC INTERNATIONAL
10.1007/s00428-016-1991-0,2016.0,2016.0,2016.0,4.0,Institut Bergonié Comprehensive Cancer Center
10.1002/cplu.201600214,2016.0,2017.0,2017.0,25.0,"Agence Nationale de la Recherche,European Community's Seventh Framework Programme,CALIPSO"
10.1113/JP272283,2016.0,2016.0,2016.0,92.0,"NIH Heart, Lung, and Blood Institute,Veterans Affairs Rehabilitation Research and Development Merit,Spire,Senior Research Career Scientist,French Ministry of Higher Education"
10.1002/2016JB012911,2016.0,2016.0,2016.0,22.0,"French National Research Agency (ANR) EPOST,Université Nice Sophia Antipolis,Centre National de la Recherche Scientifique (CNRS),California Institute of Technology"
10.1364/OL.41.003010,2016.0,2016.0,2016.0,22.0,"Air Force Office of Scientific Research (AFOSR),Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET)"
10.1002/chem.201600581,2016.0,2016.0,2016.0,39.0,"ANR,PACA région,FRM,French Government"
10.1007/s10526-016-9752-1,2016.0,2016.0,2016.0,5.0,"ONEMA ECOPHYTO,Seventh Framework Programme,Seventh Framework Programme,Ministerio de Economía y Competitividad"
10.1088/2040-8978/18/7/07LT01,2016.0,2016.0,2016.0,12.0,Suomen Akatemia
10.1111/febs.13570,2015.0,2016.0,2016.0,19.0,"Fondation ARC pour la Recherche sur le Cancer,Agence Nationale de la Recherche"
10.1021/acsphotonics.6b00236,2016.0,2016.0,2016.0,13.0,Agence Nationale de la Recherche
10.1186/s12940-016-0163-7,2016.0,2016.0,2016.0,23.0,the city of Nice as post-doctoral grant
10.1002/ijch.201600067,2016.0,2016.0,2016.0,8.0,Agence Nationale de la Recherche
10.1186/s12915-016-0282-1,2016.0,2016.0,2016.0,39.0,"Foundation for the National Institutes of Health,Seventh Framework Programme,Fondation ARC pour la Recherche sur le Cancer,Fondation pour l'Aide à la Recherche sur la Sclérose en Plaques,Ministère de l’Enseignement Supérieur, de la Recherche Scientifique et des Technologies de l'Information et de la Communication"
10.1142/S0217751X16501207,2016.0,2016.0,2016.0,5.0,"CNRS,Schwinger foundation,K.I.T."
10.1083/jcb.201606069,2016.0,2016.0,2016.0,23.0,Institut National de la Santé et de la Recherche Médicale
10.1007/s00441-016-2467-x,2016.0,2016.0,2016.0,120.0,"Association pour la recherche contre le cancer,Latex Signalife"
10.15252/emmm.201505384,2016.0,2016.0,2016.0,31.0,"Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,Université de Lausanne"
10.1080/17797179.2017.1310648,2017.0,2017.0,2017.0,1.0,French Ministry of Research
10.1111/pcmr.12576,2017.0,2017.0,2017.0,14.0,Institut National Du Cancer
10.1093/aob/mcw256,2017.0,2017.0,2017.0,28.0,Agropolis Fondation
10.2337/db16-0956,2016.0,2017.0,2017.0,13.0,"EU FP7,INSERM,Agence Nationale de la Recherche,European Foundation for the Study of Diabetes"
10.1186/s12864-017-3795-2,2017.0,2017.0,2017.0,8.0,"Sorbonne Universités-UPMC, CNRS"
10.1021/acs.jnatprod.7b00149,2017.0,2017.0,2017.0,13.0,"Direction de l' Environnement, de I' Amemagement et du Logement,Region Guadeloupe"
10.1111/add.13851,2017.0,2017.0,2017.0,7.0,"Michael Smith Foundation for Health Research,Agence Nationale de Recherches sur le Sida et les Hepatites Virales,Canadian Institutes of Health Research,French National Agency for Research on Aids and Viral Hepatitis (ANRS)"
10.1136/bmjopen-2016-015308,2017.0,2017.0,2017.0,19.0,Public Health England
10.1111/ajt.14212,2017.0,2017.0,2017.0,59.0,Novartis Pharma
10.1186/s13068-017-0823-z,2017.0,2017.0,2017.0,40.0,Agence Nationale de la Recherche
10.1093/jxb/erw230,2016.0,2016.0,2016.0,43.0,Ministry of Economic Affairs
10.1007/s00180-016-0672-4,2016.0,2016.0,2016.0,2.0,"National Science Foundation,Defense Advanced Research Projects Agency,National Security Agency,Defense Advanced Research Projects Agency"
10.1080/09500340.2016.1215564,2016.0,2017.0,2017.0,65.0,Agence National pour la Recherche
10.1002/ecs2.1413,2016.0,2016.0,2016.0,31.0,Agence Nationale de la Recherche
10.1007/s10340-016-0791-2,2016.0,2016.0,2016.0,34.0,"FP7-PEOPLE-2012-IRSES fund,Mexican Council for Science and Technology (CONACyT)"
10.1111/evo.13032,2016.0,2016.0,2016.0,15.0,"Centre National de la Recherche Scientifique,European Research Council,Agence Nationale de la Recherche,Fondation ARC pour la recherche sur le cancer,Fondation Schlumberger pour l'Education et la Recherche"
10.1002/med.21404,2016.0,2017.0,2017.0,62.0,"Ministère de l'Education Nationale, de l'Enseignement Superieur et de la Recherche,Institut National de la Santé et de la Recherche Médicale,Centre National de la Recherche Scientifique,Canceropôle PACA,Australian Research Council,Science Foundation Ireland"
10.1007/s10013-015-0170-y,2015.0,2016.0,2016.0,1.0,"ITN Marie Curie Network FIRST,Fondation Jacques Hadamard"
10.1093/jmcb/mjv060,2015.0,2016.0,2016.0,47.0,"INCa,ANR,EpiSperm2,ARC,INCa,SGC,AbbVie,Bayer,Boehringer Ingelheim,Canada Foundation for Innovation,the Canadian Institutes for Health Research,Genome Canada,GlaxoSmithKline,Janssen,Lilly Canada,Novartis Research Foundation,the Ontario Ministry of Economic Development and Innovation,Pfizer,Takeda,Wellcome Trust,European Union FP7"
10.1186/s12879-016-1776-8,2016.0,2016.0,2016.0,53.0,Université de Lille 2
10.1002/ece3.2370,2016.0,2016.0,2016.0,5.0,"Agence Nationale de la Recherche,Fédération de Recherche sur la Biodiversité"
10.1007/s00204-016-1833-5,2016.0,2017.0,2017.0,22.0,Commissariat à l'Energie Atomique et aux Energies Alternatives (BiomURos - Programme Transversal de Toxicologie du CEA and CPRR CEA-AREVA)
10.1084/jem.20150983,2016.0,2016.0,2016.0,14.0,"Ligue Nationale Contre le Cancer,Fondation de France,ARC Foundation,ARC,French National Research Agency"
10.1021/acs.joc.6b01248,2016.0,2016.0,2016.0,19.0,"Agence Nationale de la Recherche,Fondation pour la Recherche Médicale,Région Provence-Alpes-Côte d'Azur"
10.1158/1535-7163.MCT-15-0850,2016.0,2016.0,2016.0,5.0,Deutsche Forschungsgemeinschaft
10.1021/acsami.6b08536,2016.0,2016.0,2016.0,32.0,Conselho Nacional de Desenvolvimento Científico e Tecnológico
10.1007/s13740-016-0065-4,2016.0,2016.0,2016.0,1.0,"AUF (Agence Universitaire de la Francophonie),LIRIMA (Laboratoire International de Recherche en Informatique et Mathmatiques Appliques)"
10.1364/AO.55.007068,2016.0,2016.0,2016.0,5.0,Thales Alenia Space
10.1002/ece3.2365,2016.0,2016.0,2016.0,27.0,Italian Minister of University and Research
10.1364/OL.41.003992,2016.0,2016.0,2016.0,1.0,"Agence Nationale de la Recherche (ANR),Labex ACTION,European Research Council (ERC)"
10.1111/evo.13043,2016.0,2016.0,2016.0,17.0,"Agence Nationale de la Recherche,Fondation Schlumberger pour l'Education et la Recherche,Fondation ARC pour la Recherche sur le Cancer,Natural Sciences and Engineering Research Council of Canada,Canada Research Chairs,France Canada Research Fund"
