source_doi,published-online-date,published-print-date,journal-published-print-date,is-referenced-by-count,funder
10.1364/OE.399841,2020.0,2020.0,2020.0,5.0,"European Regional Development Fund,Agence Nationale de la Recherche"
10.1002/chem.202002258,2020.0,2020.0,2020.0,6.0,"Agence Nationale de la Recherche,Institut National Du Cancer"
10.1093/MOLBEV/MSAA098,2020.0,2020.0,2020.0,26.0,"National Research Fund ANR,Languedoc-Roussillon Region,European Union,INRA Scientific Department SPE,Agence Nationale pour la Recherche"
10.1007/s40692-020-00172-7,2020.0,2021.0,2021.0,1.0,Agence Nationale de la Recherche
10.1111/imb.12665,2020.0,2020.0,2020.0,3.0,"Deutsche Forschungsgemeinschaft,Shanxi Provincial Key Research and Development Project,National Natural Science Foundation of China"
10.1111/brv.12641,2020.0,2020.0,2020.0,25.0,H2020 Marie Skłodowska-Curie Actions
10.1038/s41467-020-17800-6,2020.0,2020.0,2020.0,51.0,"Institut National Du Cancer,Conseil Départemental des Alpes Maritimes,Fondation pour la Recherche Médicale,Institut National de la Santé et de la Recherche Médicale"
10.1002/lpor.201900445,2020.0,2020.0,2020.0,41.0,"H2020 European Research Council,U.S. Air Force,David and Lucile Packard Foundation"
10.1038/s41467-020-17882-2,2020.0,2020.0,2020.0,47.0,Ligue Contre le Cancer
10.1038/s41389-020-00259-x,2020.0,2020.0,2020.0,8.0,"Agence Nationale de la Recherche,Canceropôle PACA,Conseil Régional PACA,French Ministry for research"
10.1007/s10340-020-01271-1,2020.0,2021.0,2021.0,6.0,"National Key R&D Program of China,Gansu Provincial Fiscal Science and Technology Award and Compensation Project"
10.1093/mnras/sty1645,2018.0,2018.0,2018.0,7.0,Ministry of Economy and Competitiveness
10.1093/mnras/sty1013,2018.0,2018.0,2018.0,2.0,"University of Hawaii,National Aeronautics and Space Administration,National Science Foundation"
10.1093/mnras/sty1805,2018.0,2018.0,2018.0,14.0,"National Fund for Scientific and Technological Development,French National Research Agency"
10.1111/jmg.12423,2018.0,2018.0,2018.0,12.0,Agence Nationale de la Recherche
10.1093/ehjci/jex163,2017.0,2018.0,2018.0,48.0,"European Union 7th Framework Programme,European Research Council"
10.1183/13993003.01740-2017,2017.0,2017.0,2017.0,8.0,"French Ministry of Health,French Ministry of Health,Academic grant from the French Ministry of Health"
10.1093/mnrasl/sly140,2018.0,2018.0,2018.0,12.0,"Science and Technology Facilities Council,National Aeronautics and Space Administration,National Science Foundation"
10.1080/1573062X.2018.1508598,2018.0,2018.0,2018.0,13.0,FP7 Environment
10.1007/s10686-018-9598-x,2018.0,2018.0,2018.0,155.0,University College London
10.1111/bph.14462,2018.0,2018.0,2018.0,26.0,"Fondation pour la Recherche Médicale,Agence Nationale de la Recherche,Institut National de la Santé et de la Recherche Médicale,Centre National de la Recherche Scientifique"
10.1088/1538-3873/aa96f9,2018.0,2018.0,2018.0,2.0,Japan Society for the Promotion of Science
10.1021/acs.orglett.0c01344,2020.0,2020.0,2020.0,10.0,"Centre National de la Recherche Scientifique,Institut de Recherches Servier,Minist?re de l?Education et de la Recherche"
10.1093/MNRASL/SLAA039,2020.0,2020.0,2020.0,9.0,"National Science Foundation,ERC,Centre National d'Etudes Spatiales"
10.1007/s10340-020-01222-w,2020.0,2020.0,2020.0,8.0,H2020 Societal Challenges
10.1038/s41377-020-00351-2,2020.0,2020.0,2020.0,9.0,RCUK | Engineering and Physical Sciences Research Council
10.1093/aob/mcaa082,2020.0,2020.0,2020.0,2.0,FRIMOUSS
10.1002/mnfr.201900482,2020.0,2021.0,2021.0,5.0,Science Foundation Ireland
10.1158/0008-5472.CAN-19-0855,2020.0,2020.0,2020.0,7.0,"Association Sauvons Laura,Association Dimitri Bessières,Agence Nationale pour la Recherche,ANR,Fondation de France,Association pour la Recherche sur le Cancer,INCA PLBIO,ITMO,INSERM,CNRS,UNSA,UCA"
10.1073/PNAS.1920521117,2020.0,2020.0,2020.0,6.0,"Cancerfonden,Cancerfonden,Cancerfonden,Barncancerfonden,Barncancerfonden,Barncancerfonden,Barncancerfonden,Cancerfonden"
10.1029/2019JB019328,2020.0,2020.0,2020.0,3.0,"Agence Nationale de la Recherche,Seventh Framework Programme,National Science Foundation,Nederlandse Organisatie voor Wetenschappelijk Onderzoek"
10.1029/2019TC006034,2020.0,2020.0,2020.0,10.0,National Institute of Technology Rourkela
10.1029/2019JE006282,2020.0,2020.0,2020.0,18.0,"National Aeronautics and Space Administration,Grantová Agentura České Republiky"
10.1029/2020GL087775,2020.0,2020.0,2020.0,11.0,Agence Nationale de la Recherche
10.1186/s12903-020-01216-1,2020.0,2020.0,2020.0,1.0,"French society for dental public health,Unilever"
10.1002/ps.6042,2020.0,2021.0,2021.0,3.0,National Natural Science Foundation of China
10.1111/nph.16842,2020.0,2021.0,2021.0,0.0,"Université de Toulouse,Agence Nationale de la Recherche"
10.1021/acs.jpca.0c03034,2020.0,2020.0,2020.0,0.0,"Ministry of Science and Technology of the People's Republic of China,National Natural Science Foundation of China,Doeblin F?d?ration"
10.1098/rspb.2020.1493,2020.0,2020.0,2020.0,1.0,Agence Nationale de la Recherche
10.1364/OL.397840,2020.0,2020.0,2020.0,3.0,"H2020 Marie Skłodowska-Curie Actions,Deutsche Forschungsgemeinschaft,Government of Russian Federation,Fond Europeéan de développment regional,Science Foundation Ireland,Cork Institute of Technology"
10.1007/s00332-020-09650-9,2020.0,2020.0,2020.0,2.0,"Ikerbasque, Basque Foundation for Science,BERC,Severo Ochoa,RETOS MINECO"
10.1038/s41590-020-0768-4,2020.0,2020.0,2020.0,52.0,"U.S. Department of Health & Human Services | National Institutes of Health,Government Council on Grants, Russian Federation,American Heart Association,Ministry of Health, Welfare and Family Affairs | Korea National Institute of Health"
10.1007/s11214-020-00692-9,2020.0,2020.0,2020.0,12.0,Institute of Space and Astronautical Science
10.1364/AO.384504,2020.0,2020.0,2020.0,2.0,"Agence Nationale de la Recherche,CNES,Federation Doblïn"
10.1093/mnras/staa447,2020.0,2020.0,2020.0,2.0,"FAPESP,CNPq,CNES"
10.1142/S1793830920500585,2020.0,2020.0,2020.0,0.0,ANR program Investments for the Future
10.1088/1361-6528/ab996c,2020.0,2020.0,2020.0,4.0,"INMoSt,LabEx GANEX"
10.1093/mnras/staa1934,2020.0,2020.0,2020.0,25.0,"H2020 European Research Council,Agence Nationale de la Recherche,Ministry of Education, Culture, Sports, Science and Technology,European Commission,Royal Society"
10.1002/cssc.202001661,2020.0,2020.0,2020.0,4.0,Conseil Régional Provence-Alpes-Côte d'Azur
10.1137/20M1313337,2020.0,2020.0,2020.0,6.0,"PHC Procope,Deutscher Akademischer Austauschdienst"
10.1186/s12915-020-00833-0,2020.0,2020.0,2020.0,8.0,"Centre National de la Recherche Scientifique,INSERM,Université Nice Sophia Antipolis,Université Côte d’Azur,Agence Nationale de la Recherche,H2020 Marie Skłodowska-Curie Actions"
10.1029/2020GL088690,2020.0,2020.0,2020.0,15.0,Agence Nationale de la Recherche
10.1029/2020GL088563,2020.0,2020.0,2020.0,6.0,"Agence Nationale de la Recherche,Seventh Framework Programme"
10.1021/acs.biomac.0c01059,2020.0,2020.0,2020.0,25.0,Horizon 2020 Framework Programme
10.1088/1751-8121/aba29d,2020.0,2020.0,2020.0,1.0,"FET Flagships PhoQuS,Simons Foundation Collaboration grant Wave Turbulence,Marie Skodowska-Curie"
10.1007/s00441-020-03270-1,2020.0,2021.0,2021.0,3.0,"Narodowe Centrum Nauki,Institute of Molecular and Cell Biology"
10.1038/s41598-020-72191-4,2020.0,2020.0,2020.0,15.0,"Conselho Nacional de Desenvolvimento Científico e Tecnológico,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,Empresa Brasileira de Pesquisa Agropecuária"
10.1093/MNRAS/STAA181,2020.0,2020.0,2020.0,9.0,"California Institute of Technology,ARC,National Science Foundation,University of Minnesota"
10.1111/bph.15243,2020.0,2020.0,2020.0,7.0,"European Regional Development Fund,Conseil Régional d'Auvergne,Fondation Fyssen"
10.1137/19M1243026,2020.0,2020.0,2020.0,2.0,"Unviersity of Tor Vergata project SIDE,H2020 European Research Council,Ministero dell'Istruzione, dell'Università e della Ricerca,National Science Foundation"
10.1137/18M1171874,2020.0,2020.0,2020.0,0.0,H2020 European Research Council
10.1080/19406940.2020.1816561,2020.0,2020.0,2020.0,2.0,Région Sud Provence Alpes Côte d’Azur
10.1007/s13311-020-00926-2,2020.0,2021.0,2021.0,0.0,MedDay Pharmaceutical
10.1007/s00421-020-04500-8,2020.0,2020.0,2020.0,3.0,Qatar National Research Fund
10.1029/2020JF005654,2020.0,2020.0,2020.0,1.0,"Agence Nationale de la Recherche,Deutsche Forschungsgemeinschaft"
10.1093/mnras/staa1479,2020.0,2020.0,2020.0,14.0,Japan Society for the Promotion of Science
10.1029/2020JB019946,2020.0,2020.0,2020.0,4.0,"Consejo Nacional de Ciencia y Tecnología, Paraguay,Fondo Nacional de Desarrollo Científico, Tecnológico y de Innovación Tecnológica,Comisión Nacional de Investigación Científica y Tecnológica"
10.1093/cercor/bhaa137,2020.0,2020.0,2020.0,9.0,"Agence National de la Recherche,Fondation Recherche Médicale; Equipe,Investments for the Future,Spanish Ministry of Science and Innovation"
10.1177/1045389X20959458,2020.0,2021.0,2021.0,1.0,centre national d’etudes spatiales
10.1038/s41419-020-02994-w,2020.0,2020.0,2020.0,8.0,Centre Scientifique de Monaco
10.1007/s11214-020-00760-0,2020.0,2020.0,2020.0,6.0,"Swedish National Space Agency,Norwegian Space Agency,Japan Aerospace Exploration Agency,Centre National d’Etudes Spatiales,Centre National de la Recherche Scientifique,Royal Institute of Technology"
10.1007/s00229-020-01252-9,2020.0,2021.0,2021.0,1.0,Agence Nationale de la Recherche
10.1093/cid/ciaa285,2020.0,2021.0,2021.0,13.0,"Centers for Disease Control and Prevention,National Center for Emerging and Zoonotic Infectious Diseases"
10.1007/s11101-020-09719-z,2020.0,2021.0,2021.0,4.0,"SUD PACA,Agence Nationale de la Recherche"
10.1002/cne.25012,2020.0,2021.0,2021.0,4.0,"Japan Society for the Promotion of Science,National Aeronautics and Space Administration"
10.1088/1361-6382/aba28a,2020.0,2020.0,2020.0,1.0,"National Science Foundation,Goddard Space Flight Center"
10.1038/s41598-020-73145-6,2020.0,2020.0,2020.0,9.0,"Agence Nationale de la Recherche,INRA Plant Health Department,Conseil National de la Recherche Scientifique,FP7 Ideas: European Research Council,Université Côte d’Azur"
10.1038/s41597-020-00666-0,2020.0,2020.0,2020.0,14.0,"Agence Nationale de la Recherche,Deutsche Forschungsgemeinschaft"
10.1242/jcs.209742,2020.0,2020.0,2020.0,5.0,Agence Nationale de la Recherche
10.1021/acs.estlett.0c00518,2020.0,2020.0,2020.0,3.0,Natural Sciences and Engineering Research Council of Canada
10.1093/mnras/staa1102,2020.0,2020.0,2020.0,9.0,European Research Council
10.1080/14786419.2020.1831491,2020.0,2022.0,2022.0,1.0,Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq
10.1088/2515-7647/ab8cb1,2020.0,2020.0,2020.0,3.0,"UCSB-Collaborative Research in Engineering, Science and Technology (CREST) Malaysia project"
10.1007/s00168-020-01028-9,2020.0,2021.0,2021.0,1.0,Agence Nationale de la Recherche
10.1007/s00009-020-01609-0,2020.0,2020.0,2020.0,0.0,Agence Nationale de la Recherche
10.1007/s11069-020-04362-5,2020.0,2021.0,2021.0,1.0,"Commissariat à l'Énergie Atomique et aux Énergies Alternatives,Conseil Régional de la région PACA"
10.1093/chemse/bjaa041,2020.0,2020.0,2020.0,214.0,Pennsylvania State University
10.1088/1361-648X/abac8b,2020.0,2020.0,2020.0,3.0,"Norges Forskningsråd,Norwegian Nano Network,UiO:Energy"
10.1093/ajcn/nqaa195,2020.0,2020.0,2020.0,5.0,"German Research Foundation,Israel Science Foundation"
10.1007/s41685-019-00127-6,2019.0,2020.0,2020.0,3.0,Japan Society for the Promotion of Science
10.1007/s00401-020-02234-7,2020.0,2021.0,2021.0,39.0,"Fondation Vaincre Alzheimer,LABEX DISTALZ,FAPESP"
10.1111/faf.12515,2020.0,2021.0,2021.0,11.0,Prince Albert II of Monaco Foundation
10.1007/s10884-020-09902-y,2020.0,2021.0,2021.0,0.0,Agence Nationale de la Recherche
10.1186/s12951-020-00706-2,2020.0,2020.0,2020.0,4.0,"Engineering and Physical Sciences Research Council,Eurostars,CONACyT"
10.1007/s13205-020-02472-2,2020.0,2020.0,2020.0,0.0,Algerian General Directorate of Scientific Research and Technological Development (DGRSDT) and the Algerian Ministry of Higher Education and Scientific research (MESRS).
10.1088/1361-6528/abb72b,2020.0,2021.0,2021.0,0.0,"Ministero dell’Istruzione, dell’Università e della Ricerca,Agence Nationale de la Recherche"
10.1364/OL.394455,2020.0,2020.0,2020.0,6.0,"Agence Nationale de la Recherche,European Research Council"
10.1093/mnras/staa1242,2020.0,2020.0,2020.0,12.0,Agence Nationale de la Recherche
10.1093/gji/ggaa237,2020.0,2020.0,2020.0,6.0,National Science Foundation
10.1021/acsanm.9b02546,2020.0,2020.0,2020.0,0.0,Agence Nationale de la Recherche
10.1038/s41467-020-18978-5,2020.0,2020.0,2020.0,23.0,"Agence Nationale de la Recherche,National Science Foundation"
10.1093/mnras/staa1846,2020.0,2020.0,2020.0,31.0,"Australian Research Council,CNES,SRNSF,CNES,NASA,MIRO,NASA,EPSCoR,NSF,AST"
10.1007/s12520-020-01228-6,2020.0,2020.0,2020.0,0.0,"Ministry of Research and Innovation - Romania - within Program 1 - Development of the national RD system, Subprogram 1.2 - Institutional Performance - RDI excellence funding projects,Ministère des Affaires Étrangères"
10.15252/embj.2019104369,2020.0,2020.0,2020.0,34.0,"Agence Nationale de la Recherche,Institut National Du Cancer,Ligue Contre le Cancer,French Infrastructure for Integrated Structural Biology,Agence Nationale de la Recherche,Institut National Du Cancer,Ligue Contre le Cancer,French Infrastructure for Integrated Structural Biology"
10.1029/2020GL090578,2020.0,2020.0,2020.0,2.0,"China Scholarship Council,National Natural Science Foundation of China"
10.1007/s00205-020-01584-6,2020.0,2021.0,2021.0,3.0,Agence Nationale de la Recherche
10.1080/21505594.2020.1838116,2020.0,2020.0,2020.0,6.0,"French National Research Institute for Agriculture, Food and Environment,European Union’s Seventh Framework Program for research, technological development and demonstration"
10.1515/nanoph-2020-0365,2020.0,2020.0,2020.0,2.0,"European Research Council,National Science Foundation of China,Zijiang Endowed Young Scholar Fund,East China Normal University,Overseas Expertise Introduction Project for Discipline Innovation"
10.1093/mnras/staa2807,2020.0,2020.0,2020.0,23.0,"Fondo Nacional de Desarrollo Científico, Tecnológico y de Innovación Tecnológica,Centro de Astrofísica y Tecnologías Afines,Agencia Estatal de Investigación,Max-Planck-Gesellschaft,Deutsche Forschungsgemeinschaft,European Cooperation in Science and Technology"
10.1038/s41467-020-19354-z,2020.0,2020.0,2020.0,15.0,"Gouvernement du Canada | Instituts de Recherche en Santé du Canada | CIHR Skin Research Training Centre,Programme Samuel-De Champlain FRQne"
10.1038/s41598-020-76180-5,2020.0,2020.0,2020.0,8.0,"Seventh Framework Programme,Horizon 2020,Ministry of Education and Science of the Republic of Serbia"
10.1021/acs.energyfuels.0c02233,2020.0,2020.0,2020.0,2.0,"State Key Laboratory of Coal Mine Disaster Dynamics and Control,China Postdoctoral Science Foundation,National Natural Science Foundation of China"
10.1093/mnras/staa1827,2020.0,2020.0,2020.0,4.0,"National Natural Science Foundation of China,Yunnan University,National Aeronautics and Space Administration,National Science Foundation"
10.1093/mnras/staa1776,2020.0,2020.0,2020.0,5.0,California Institute of Technology
10.1093/mnras/staa1862,2020.0,2020.0,2020.0,1.0,"IPEV,Centre National de la Recherche Scientifique"
10.1021/acs.joc.0c01841,2020.0,2020.0,2020.0,5.0,This work was granted access to the HPC and visualization resources of Centre de Calcul Interactif hosted by C??te d???Azur University.
10.1038/s41598-020-75550-3,2020.0,2020.0,2020.0,1.0,"Agence Nationale de la Recherche,Academy of Korean Studies,H2020 Marie Skłodowska-Curie Actions"
10.1093/mnras/staa1661,2020.0,2020.0,2020.0,10.0,"Australian Astronomical Observatory,Consiliul National al Cercetarii Stiintifice,California Department of Fish and Game,Agence Nationale de la Recherche,Institut National des Sciences de l’Univers, Centre National de la Recherche Scientifique,College of Natural Resources and Sciences, Humboldt State University,Leverhulme Trust,Natural Sciences and Engineering Research Council of Canada,Australian Research Council,Centro de Astrofísica y Tecnologías Afines"
10.1101/gr.262717.120,2020.0,2020.0,2020.0,3.0,"Inserm, CNRS,Université Côte d'Azur,Fraxa Research Foundation,Féderation Recherche sur le Cerveau,Fondation Jérôme Lejeune,Agence Nationale de la Recherche,Conseil Départemental 06,Région PACA,ARC,Canceropôle PACA,Commissariat aux Grands Investissements"
10.1093/MNRAS/STAA1468,2020.0,2020.0,2020.0,9.0,"European Research Council,European Union's Horizon 2020 research and innovation programme"
10.1093/gji/ggaa400,2020.0,2020.0,2020.0,2.0,"European Union,Horizon 2020,CNRS,CONICET"
10.1137/19M1299311,2020.0,2020.0,2020.0,6.0,Agence Nationale de la Recherche
10.1007/s11053-020-09759-4,2020.0,2021.0,2021.0,3.0,National Natural Science Foundation of China
10.1038/s41561-020-00654-4,2020.0,2020.0,2020.0,6.0,Agence Nationale de la Recherche
10.1007/s00373-020-02252-y,2020.0,2021.0,2021.0,0.0,"National Natural Science Foundation of China,National Natural Science Foundation of China,Fundamental Research Funds for the Central Universities"
10.1098/rsta.2019.0476,2020.0,2020.0,2020.0,3.0,"Gobierno Vasco,Ministerio de Ciencia e Innovación,Ministerio de Economía y Competitividad"
10.1038/s41419-020-03175-5,2020.0,2020.0,2020.0,25.0,"Fondation de France « Recherche fondamentale et translationnelle sur le cancer : étude des résistances aux traitements ».,INSERM, University of Nice Sophia-Antipolis, Canceropole PACA, and SATT Sud-Est."
10.1021/acs.jmedchem.0c01059,2020.0,2020.0,2020.0,12.0,"Ministerio de Ciencia, Innovaci?n y Universidades,European Regional Development Fund,Ministerio de Econom?a y Competitividad,China Scholarship Council,National Natural Science Foundation of China,la Ligue contre le cancer Paris Ile-de-France"
10.1093/mnras/staa2384,2020.0,2020.0,2020.0,25.0,"Centre National d’Etudes Spatiales,COST,Agence Nationale de la Recherche,Danish National Research Foundation,GRF,STFC,National Research Foundation of Korea,Deutsche Forschungsgemeinschaft"
10.1038/s42003-020-01382-6,2020.0,2020.0,2020.0,15.0,"United States Department of Agriculture | Agricultural Research Service,* Department of Santé des Plantes et Environnement at Institut national de la recherche agronomique"
10.1021/acs.biomac.0c01283,2020.0,2020.0,2020.0,5.0,"Ministerio de Ciencia, Innovaci?n y Universidades,Ministerio de Ciencia e Innovaci?n,European Regional Development Fund,Ministerio de Econom?a y Competitividad,Instituto de Salud Carlos III,Junta de Comunidades de Castilla-La Mancha,Universidad de Alcal?,Agencia Estatal de Investigaci?n"
10.1038/s41598-020-76925-2,2020.0,2020.0,2020.0,2.0,"Université Côte d’Azur,Groupe Clarins,Centre Scientifique de Monaco,Centre National de la Recherche Scientifique,Institut National de la Santé et de la Recherche Médicale"
10.1021/acssuschemeng.0c04263,2020.0,2020.0,2020.0,9.0,"European Regional Development Fund,Horizon 2020 Framework Programme,Funda??o para a Ci?ncia e a Tecnologia,Centre of Excellence of Multifunctional Architectured Materials, Universit? Grenoble Alpes,Rh?ne-Alpes region"
10.1021/acsabm.0c00788,2020.0,2020.0,2020.0,4.0,Horizon 2020 Framework Programme
10.1007/s11695-020-05133-8,2020.0,2021.0,2021.0,1.0,Università degli Studi di Salerno
10.1093/gji/ggaa486,2020.0,2020.0,2020.0,2.0,"UnivEarthS Labex,Agence Nationale de la Recherche,Institut Universitaire de France"
10.1093/gji/ggaa434,2020.0,2020.0,2020.0,10.0,"Chevron,Shell United States,Total,University of Tehran"
10.1029/2020JB020221,2020.0,2020.0,2020.0,0.0,Agence Nationale de la Recherche
10.1186/s13023-020-01562-x,2020.0,2020.0,2020.0,8.0,"Consumers, Health and Food Executive Agency,Instituto de Salud Carlos III,CIBERER"
10.1021/acs.langmuir.0c01886,2020.0,2020.0,2020.0,0.0,"Conseil R?gional Provence-Alpes-C?te d'Azur,Agence Nationale de la Recherche,Centre National de la Recherche Scientifique"
10.1002/adom.202001291,2020.0,2021.0,2021.0,9.0,"Agence Nationale de la Recherche,École Centrale de Lyon"
10.1158/2326-6066.CIR-20-0074,2020.0,2020.0,2020.0,23.0,"ARC,ARC,Cancéropôle PACA and LABEX SIGNALIFE,Deutsche Forschungsgemeinschaft,Ministry of Science, Research and Art Baden-Württemberg"
10.1002/chem.202003283,2020.0,2020.0,2020.0,14.0,Deutsche Forschungsgemeinschaft
10.1111/1744-7917.12874,2020.0,2021.0,2021.0,5.0,"National Natural Science Foundation of China,Deutsche Forschungsgemeinschaft"
10.1111/maps.13581,2020.0,2020.0,2020.0,0.0,"European Space Agency,Science and Technology Facilities Council"
10.1093/mnrasl/slaa156,2020.0,2020.0,2020.0,2.0,"H2020 European Research Council,Deutsche Forschungsgemeinschaft"
10.1093/mnras/staa3210,2020.0,2020.0,2020.0,2.0,Science and Technology Facilities Council
10.1093/mnras/staa3121,2020.0,2020.0,2020.0,5.0,"National Aeronautics and Space Administration,California Institute of Technology"
10.1137/18M1200427,2020.0,2020.0,2020.0,1.0,FÃ©dÃ©ration Wallonie-Bruxelles
10.1093/mnras/staa2137,2020.0,2020.0,2020.0,2.0,Agence Nationale de la Recherche
10.1093/mnras/staa2454,2020.0,2020.0,2020.0,10.0,California Institute of Technology
10.1093/mnras/staa2205,2020.0,2020.0,2020.0,14.0,"Fondo Nacional de Desarrollo Científico y Tecnológico,National Aeronautics and Space Administration,Alfred P. Sloan Foundation,U.S. Department of Energy,Office of Science,University of Utah"
10.1002/pca.3014,2020.0,2021.0,2021.0,1.0,Agence Nationale de la Recherche
10.1093/mnras/staa2434,2020.0,2020.0,2020.0,2.0,"Australian National University,Australian Research Council,Deutscher Akademischer Austauschdienst"
10.1186/s12974-020-02016-8,2020.0,2020.0,2020.0,5.0,Labex Signalife
10.1093/mnras/staa3153,2020.0,2020.0,2020.0,1.0,"European School of Oncology,Grantová Agentura České Republiky,Univerzita Karlova v Praze,Horizon 2020 Framework Programme"
10.1021/acsabm.0c01199,2020.0,2020.0,2020.0,16.0,Horizon 2020 Framework Programme
10.1111/aae.12168,2020.0,2020.0,2020.0,0.0,"Agence Nationale de la Recherche,Ministère de l'Europe et des Affaires Étrangères"
10.1186/s12943-020-01290-7,2020.0,2020.0,2020.0,9.0,"INCa,Ligue Contre le Cancer"
10.1002/chem.202003456,2020.0,2021.0,2021.0,1.0,"Agence Nationale de la Recherche,Conseil Régional Provence-Alpes-Côte d'Azur"
10.1080/20002297.2020.1858002,2020.0,2021.0,2021.0,22.0,Laboratórios de Investigação Médica - Hospital das Clínicas da Faculdade de Medicina da Universidade de São Paulo
10.1093/mnras/staa2285,2020.0,2020.0,2020.0,1.0,"European Southern Observatory,European Commission,European Regional Development Fund,European Commission,European Regional Development Fund,California Department of Fish and Game,European Research Council,Knut och Alice Wallenbergs Stiftelse"
10.1093/mnras/staa2301,2020.0,2020.0,2020.0,2.0,"Department of Atomic Energy, Government of India,National Aeronautics and Space Administration"
10.1080/0144929X.2020.1856927,2020.0,2022.0,2022.0,3.0,National Council of Scientific and Technologic Development
10.1002/dvdy.274,2020.0,2021.0,2021.0,1.0,"Université Nice Sophia Antipolis,Harvard Medical School"
10.1111/mec.15755,2020.0,2021.0,2021.0,0.0,Agence Nationale de la Recherche
10.1093/mnras/staa3149,2020.0,2020.0,2020.0,16.0,"H2020 European Research Council,H2020 Marie Skłodowska-Curie Actions"
10.1093/mnras/staa3215,2020.0,2020.0,2020.0,3.0,"National Science Foundation,Alfred P. Sloan Foundation,National Aeronautics and Space Administration,U.S. Department of Energy"
10.3847/2041-8213/abc631,2020.0,2020.0,2020.0,13.0,"NASA-Keck/JPL,USRA/NASA Sr. Postdoctoral Fellowship Program,MEXT ∣ Japan Society for the Promotion of Science"
10.1021/acs.nanolett.0c03584,2020.0,2020.0,2020.0,3.0,"Agence Nationale de la Recherche,European Commission,European Commission,Horizon 2020,R??gion Normandie"
10.1029/2020GL090736,2020.0,2020.0,2020.0,4.0,"Agence Nationale de la Recherche,Southern California Earthquake Center,National Sleep Foundation"
10.2215/CJN.02500220,2020.0,2020.0,2020.0,7.0,"Compagnia di San Paolo,Fondation Maladies Rares,National Research Agency,Investments for the Future Laboratory of Excellence SIGNALIFE,Fondation pour la Recherche Médicale"
10.1002/chem.202003653,2020.0,2021.0,2021.0,7.0,"Ministère de l’Enseignement Supérieur, de la Recherche Scientifique et des Technologies de l'Information et de la Communication"
10.1111/1744-7917.12888,2020.0,2021.0,2021.0,3.0,"Agence Nationale de la Recherche,China Scholarship Council"
10.2113/2020/2810692,2020.0,2020.0,2020.0,4.0,Statoil
10.1111/1365-2664.13790,2020.0,2021.0,2021.0,10.0,"Secretaría de Estado de Investigación, Desarrollo e Innovación"
10.1029/2020GL089672,2020.0,2020.0,2020.0,6.0,"Canadian Space Agency,Centre National d’Etudes Spatiales,National Aeronautics and Space Administration"
10.1093/MNRAS/STAA1450,2020.0,2020.0,2020.0,9.0,"Gruber Foundation,National Aeronautics and Space Administration,Klaus Tschira Stiftung,H2020 European Research Council,European Commission,Horizon 2020"
10.1186/s12915-020-00902-4,2020.0,2020.0,2020.0,7.0,Deutsche Forschungsgemeinschaft
10.1093/imanum/drz067,2020.0,2021.0,2021.0,6.0,"French ANR project MOONRISE,Labex CEMPI"
10.1088/1361-6528/abce79,2020.0,2021.0,2021.0,1.0,"American University of Beirut,Munib and Angela Masri Institute of Energy and Natural Resources"
10.1080/15476286.2020.1861816,2020.0,2021.0,2021.0,6.0,"Conselho Nacional de Desenvolvimento Científico e Tecnológico,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,Empresa Brasileira de Pesquisa Agropecuária,Fundação de Apoio à Pesquisa do Distrito Federal,Instituto Nacional de Ciência e Tecnologia PlantStress Biotech,Universidade Católica de Brasília,Universidade de Brasília"
10.1186/s12943-020-01306-2,2021.0,2021.0,2021.0,4.0,"INca,Societe francaise de dermatologie,ARC"
10.1093/mnras/staa3443,2020.0,2020.0,2020.0,17.0,"Grand Équipement National De Calcul Intensif,Korea Institute of Science and Technology Information,Science and Technology Facilities Council"
10.1007/s00021-020-00547-x,2021.0,2021.0,2021.0,2.0,Université Côte d’Azur
10.1111/febs.15675,2021.0,2021.0,2021.0,4.0,Agence Nationale de la Recherche
10.1113/JP279870,2021.0,2021.0,2021.0,5.0,Agence Nationale de la Recherche
10.1242/dev.186395,2020.0,2020.0,2020.0,4.0,"Agence Nationale de la Recherche,LABEX"
10.1364/OE.403552,2020.0,2021.0,2021.0,3.0,"Agence Nationale de la Recherche,Université Côte d’Azur,Conseil Régional PACA,Conseil Régional Provence-Alpes-Côte d'Azur,French government"
10.1038/s41380-020-00997-9,2021.0,2021.0,2021.0,14.0,Agence Nationale de la Recherche
10.1007/s00125-020-05351-w,2021.0,2021.0,2021.0,56.0,"Merck Sharp and Dohme,Fonds de dotation du CHU de Nantes,Fondation Francophone de Recherche sur le Diabète,Société Francophone du Diabète,Eli Lilly and Company,AstraZeneca,Novo Nordisk,Fédération Française des Diabétiques,Abbott Fund"
10.1364/OE.414671,2021.0,2021.0,2021.0,0.0,"European Research Consortium for Informatics and Mathematics,Beijing Nova Program,Beijing Municipal Commission of Education,Natural Science Foundation of Beijing Municipality,National Natural Science Foundation of China,National Key Research and Development Program of China"
10.1093/imrn/rny269,2018.0,2020.0,2020.0,5.0,"Combinatoire Algébrique, Résurgence, Moules et Applications,Comisión Nacional de Investigación Científica y Tecnológica,Programa Iniciativa Científica Milenio,Agence Nationale de la Recherche"
